Timestamp       New_Characters  Art_No
1549115978.0	140
1549116092.0	140
1549116107.0	177
1549116123.0	182
1549116154.0	175
1549116800.0	118
1549116824.0	118
1549116870.0	52
1549116937.0	220
1549117003.0	217
1549117049.0	207
1549117072.0	209
1549117217.0	369
1549117250.0	367
1549117298.0	343
1549117319.0	341
1549117338.0	215
1549117357.0	217
1549117375.0	209
1549117390.0	207
1549117453.0	367
1549117472.0	369
1549117534.0	341
1549117553.0	343
1549117623.0	232
1549117649.0	227
1549117681.0	197
1549117705.0	197
1549117761.0	259
1549117782.0	265
1549117833.0	361
1549117865.0	358
1549117910.0	147
1549117956.0	114
1549117974.0	118
1549117990.0	112
1549118007.0	108
1549118024.0	110
1549118042.0	110
1549118056.0	114
1549118079.0	98
1549118094.0	97
1549118114.0	115
1549118124.0	113
1549118142.0	114
1549118156.0	109
1549118169.0	111
1549118186.0	117
1549118205.0	121
1549118219.0	115
1549118237.0	111
1549118254.0	119
1549118273.0	119
1549118286.0	107
1549118301.0	94
1549118313.0	107
1549118330.0	112
1549118353.0	190
1549118369.0	189
1549118386.0	176
1549118406.0	174
1549118422.0	151
1549118437.0	153
1549118486.0	190
1549118564.0	1011
1549118705.0	950
1549118721.0	117
1549118749.0	119
1549118759.0	122
1549118791.0	76
1549118803.0	122
1549118859.0	732
1549118888.0	465
1549118939.0	512
1549118989.0	663
1549119046.0	811
1549119058.0	145
1549119109.0	755
1549119155.0	647
1549119245.0	35
1549119510.0	617
1549119588.0	65
1549119624.0	71
1549119840.0	643
1549120027.0	502
1549120079.0	259
1549120142.0	463
1549120477.0	77
1549120524.0	441
1549120550.0	731
1549120568.0	150
1549120722.0	340
1549120792.0	340
1549120831.0	337
1549120884.0	534
1549121106.0	308
1549121365.0	268
1549121401.0	63
1549121445.0	312
1549121524.0	199
1549121581.0	413
1549121642.0	499
1549121704.0	402
1549121776.0	618
1549121818.0	18
1549121833.0	46
1549296948.0	212
1549296968.0	186
1549297004.0	155
1549297031.0	268
1549297050.0	90
1549297086.0	302
1549297112.0	234
1549297308.0	262
1549297487.0	376
1549297736.0	236
1549298040.0	616
1549298080.0	413
1549298126.0	137
1549298195.0	619
1549298247.0	355
1549298420.0	350
1549298469.0	469
1549298498.0	49
1549298526.0	447
1549298582.0	32
1549298605.0	95
1549298646.0	315
1549298669.0	241
1549298851.0	737
1549298938.0	897
1549299022.0	668
1549299139.0	403
1549299188.0	432
1549299250.0	350
1549299391.0	736
1549299502.0	479
1549314803.0	569
1549314942.0	450
1549314994.0	550
1549315065.0	133
1549435550.0	493
1549435611.0	662
1549435705.0	149
1549435757.0	340
1549435796.0	325
1549435883.0	372
1549435924.0	203
1549436035.0	276
1549436060.0	130
1549436148.0	349
1549436188.0	277
1549436241.0	439
1549436365.0	218
1549436435.0	174
1549436478.0	213
1549436525.0	267
1549436548.0	328
1549436605.0	328
1549436637.0	292
1549436757.0	447
1549436835.0	330
1549436960.0	424
1549437080.0	356
1549437408.0	828
1549437738.0	678
1549437771.0	385
1549437813.0	445
1549437849.0	339
1549438005.0	658
1549438038.0	185
1549438214.0	556
1549438933.0	1706
1549439262.0	223
1549439331.0	320
1549439379.0	232
1549439430.0	231
1549439489.0	312
1549439607.0	563
1549439633.0	276
1549439675.0	253
1549439715.0	302
1549439759.0	286
1549439811.0	334
1549439876.0	319
1549439976.0	1672
1549440178.0	920
1549461917.0	354
1549462094.0	106
1549462186.0	58
1549462214.0	141
1549462252.0	108
1549462308.0	581
1549462520.0	1320
1549462589.0	2392
1549462644.0	1193
1549462682.0	40
1549462763.0	273
1549463054.0	225
1549463146.0	296
1549463173.0	236
1549463231.0	245
1549463260.0	227
1549463310.0	510
1549463366.0	217
1549463410.0	222
1549463653.0	177
1549463702.0	143
1549464035.0	255
1549464096.0	252
1549464256.0	269
1549464317.0	120
1549464391.0	225
1549464451.0	219
1549464529.0	28
1549464732.0	70
1549464831.0	36
1549465031.0	201
1549465407.0	1608
1549465520.0	1676
1549465629.0	499
1549465739.0	244
1549465795.0	343
1549465881.0	269
1549465919.0	207
1549466020.0	339
1549466076.0	314
1549466197.0	197
1549466301.0	246
1549493429.0	504
1549493464.0	485
1549493529.0	439
1549493567.0	325
1549493592.0	342
1549493668.0	500
1549493766.0	634
1549493937.0	191
1549493980.0	581
1549494519.0	468
1549494572.0	310
1549494612.0	399
1549494694.0	91
1549494785.0	702
1549494892.0	278
1549495022.0	577
